dataset,fold,test_subject,eval_sample_id,sequence_start_source_index,sequence_end_source_index,target_source_index,y_true
pamap2,5,105,2849,17134,17143,17143,3
pamap2,5,105,2850,17135,17144,17144,3
pamap2,5,105,2851,17136,17145,17145,3
pamap2,5,105,2852,17137,17146,17146,3
pamap2,5,105,2853,17138,17147,17147,3
pamap2,5,105,2854,17139,17148,17148,3
pamap2,5,105,2855,17140,17149,17149,3
pamap2,5,105,2856,17141,17150,17150,3
pamap2,5,105,2857,17142,17151,17151,3
pamap2,5,105,2858,17143,17152,17152,3
pamap2,5,105,2859,17144,17153,17153,3
pamap2,5,105,2860,17145,17154,17154,3
pamap2,5,105,2861,17146,17155,17155,3
pamap2,5,105,2862,17147,17156,17156,3
pamap2,5,105,2863,17148,17157,17157,3
pamap2,5,105,2864,17149,17158,17158,3
pamap2,5,105,2865,17150,17159,17159,3
pamap2,5,105,2866,17151,17160,17160,3
pamap2,5,105,2867,17152,17161,17161,3
pamap2,5,105,2868,17153,17162,17162,3
pamap2,5,105,2869,17154,17163,17163,3
pamap2,5,105,2870,17155,17164,17164,3
pamap2,5,105,2871,17156,17165,17165,3
pamap2,5,105,2872,17157,17166,17166,3
pamap2,5,105,2873,17158,17167,17167,3
pamap2,5,105,2874,17159,17168,17168,3
pamap2,5,105,2875,17160,17169,17169,3
pamap2,5,105,2876,17161,17170,17170,3
pamap2,5,105,2877,17162,17171,17171,3
pamap2,5,105,2878,17163,17172,17172,3
pamap2,5,105,2879,17164,17173,17173,3
pamap2,5,105,2880,17165,17174,17174,3
pamap2,5,105,2881,17166,17175,17175,3
pamap2,5,105,2882,17167,17176,17176,3
pamap2,5,105,2883,17168,17177,17177,3
pamap2,5,105,2884,17169,17178,17178,3
pamap2,5,105,2885,17170,17179,17179,3
pamap2,5,105,2886,17171,17180,17180,3
pamap2,5,105,2887,17172,17181,17181,3
pamap2,5,105,2888,17173,17182,17182,3
pamap2,5,105,2889,17174,17183,17183,3
pamap2,5,105,2890,17175,17184,17184,3
pamap2,5,105,2891,17176,17185,17185,3
pamap2,5,105,2892,17177,17186,17186,3
pamap2,5,105,2893,17178,17187,17187,3
pamap2,5,105,2894,17179,17188,17188,3
pamap2,5,105,2895,17180,17189,17189,3
pamap2,5,105,2896,17181,17190,17190,3
pamap2,5,105,2897,17182,17191,17191,3
pamap2,5,105,2898,17183,17192,17192,3
pamap2,5,105,2899,17184,17193,17193,3
pamap2,5,105,2900,17185,17194,17194,3
pamap2,5,105,2901,17186,17195,17195,3
pamap2,5,105,2902,17187,17196,17196,3
pamap2,5,105,2903,17188,17197,17197,3
pamap2,5,105,2904,17189,17198,17198,3
pamap2,5,105,2905,17190,17199,17199,3
pamap2,5,105,2906,17191,17200,17200,3
pamap2,5,105,2907,17192,17201,17201,3
pamap2,5,105,2908,17193,17202,17202,3
pamap2,5,105,2909,17194,17203,17203,3
pamap2,5,105,2910,17195,17204,17204,3
pamap2,5,105,2911,17196,17205,17205,3
pamap2,5,105,2912,17197,17206,17206,3
pamap2,5,105,2913,17198,17207,17207,3
pamap2,5,105,2914,17199,17208,17208,3
pamap2,5,105,2915,17200,17209,17209,3
pamap2,5,105,2916,17201,17210,17210,3
pamap2,5,105,2917,17202,17211,17211,3
pamap2,5,105,2918,17203,17212,17212,3
pamap2,5,105,2919,17204,17213,17213,3
pamap2,5,105,2920,17205,17214,17214,3
pamap2,5,105,2921,17206,17215,17215,3
pamap2,5,105,2922,17207,17216,17216,3
pamap2,5,105,2923,17208,17217,17217,3
pamap2,5,105,2924,17209,17218,17218,3
pamap2,5,105,2925,17210,17219,17219,3
pamap2,5,105,2926,17211,17220,17220,3
pamap2,5,105,2927,17212,17221,17221,3
pamap2,5,105,2928,17213,17222,17222,3
pamap2,5,105,2929,17214,17223,17223,3
pamap2,5,105,2930,17215,17224,17224,3
pamap2,5,105,2931,17216,17225,17225,3
pamap2,5,105,2932,17217,17226,17226,6
pamap2,5,105,2933,17218,17227,17227,6
pamap2,5,105,2934,17219,17228,17228,6
pamap2,5,105,2935,17220,17229,17229,6
pamap2,5,105,2936,17221,17230,17230,6
pamap2,5,105,2937,17222,17231,17231,6
pamap2,5,105,2938,17223,17232,17232,6
pamap2,5,105,2939,17224,17233,17233,6
pamap2,5,105,2940,17225,17234,17234,6
pamap2,5,105,2941,17226,17235,17235,6
pamap2,5,105,2942,17227,17236,17236,6
pamap2,5,105,2943,17228,17237,17237,6
pamap2,5,105,2944,17229,17238,17238,6
pamap2,5,105,2945,17230,17239,17239,6
pamap2,5,105,2946,17231,17240,17240,6
pamap2,5,105,2947,17232,17241,17241,6
pamap2,5,105,2948,17233,17242,17242,6
pamap2,5,105,2949,17234,17243,17243,6
pamap2,5,105,2950,17235,17244,17244,6
pamap2,5,105,2951,17236,17245,17245,6
pamap2,5,105,2952,17237,17246,17246,6
pamap2,5,105,2953,17238,17247,17247,6
pamap2,5,105,2954,17239,17248,17248,6
pamap2,5,105,2955,17240,17249,17249,6
pamap2,5,105,2956,17241,17250,17250,6
pamap2,5,105,2957,17242,17251,17251,6
pamap2,5,105,2958,17243,17252,17252,6
pamap2,5,105,2959,17244,17253,17253,6
pamap2,5,105,2960,17245,17254,17254,6
pamap2,5,105,2961,17246,17255,17255,6
pamap2,5,105,2962,17247,17256,17256,6
pamap2,5,105,2963,17248,17257,17257,6
pamap2,5,105,2964,17249,17258,17258,6
pamap2,5,105,2965,17250,17259,17259,6
pamap2,5,105,2966,17251,17260,17260,6
pamap2,5,105,2967,17252,17261,17261,6
pamap2,5,105,2968,17253,17262,17262,6
pamap2,5,105,2969,17254,17263,17263,6
pamap2,5,105,2970,17255,17264,17264,6
pamap2,5,105,2971,17256,17265,17265,6
pamap2,5,105,2972,17257,17266,17266,6
pamap2,5,105,2973,17258,17267,17267,6
pamap2,5,105,2974,17259,17268,17268,6
pamap2,5,105,2975,17260,17269,17269,6
pamap2,5,105,2976,17261,17270,17270,6
pamap2,5,105,2977,17262,17271,17271,6
pamap2,5,105,2978,17263,17272,17272,6
pamap2,5,105,2979,17264,17273,17273,6
pamap2,5,105,2980,17265,17274,17274,6
pamap2,5,105,2981,17266,17275,17275,6
pamap2,5,105,2982,17267,17276,17276,6
pamap2,5,105,2983,17268,17277,17277,6
pamap2,5,105,2984,17269,17278,17278,6
pamap2,5,105,2985,17270,17279,17279,6
pamap2,5,105,2986,17271,17280,17280,6
pamap2,5,105,2987,17272,17281,17281,6
pamap2,5,105,2988,17273,17282,17282,6
pamap2,5,105,2989,17274,17283,17283,6
pamap2,5,105,2990,17275,17284,17284,6
pamap2,5,105,2991,17276,17285,17285,6
pamap2,5,105,2992,17277,17286,17286,6
pamap2,5,105,2993,17278,17287,17287,6
pamap2,5,105,2994,17279,17288,17288,6
pamap2,5,105,2995,17280,17289,17289,6
pamap2,5,105,2996,17281,17290,17290,6
pamap2,5,105,2997,17282,17291,17291,6
pamap2,5,105,2998,17283,17292,17292,6
pamap2,5,105,2999,17284,17293,17293,6
pamap2,5,105,3000,17285,17294,17294,6
pamap2,5,105,3001,17286,17295,17295,6
pamap2,5,105,3002,17287,17296,17296,6
pamap2,5,105,3003,17288,17297,17297,6
pamap2,5,105,3004,17289,17298,17298,6
pamap2,5,105,3005,17290,17299,17299,6
pamap2,5,105,3006,17291,17300,17300,6
pamap2,5,105,3007,17292,17301,17301,6
pamap2,5,105,3008,17293,17302,17302,6
pamap2,5,105,3009,17294,17303,17303,6
pamap2,5,105,3010,17295,17304,17304,6
pamap2,5,105,3011,17296,17305,17305,6
pamap2,5,105,3012,17297,17306,17306,6
pamap2,5,105,3013,17298,17307,17307,6
pamap2,5,105,3014,17299,17308,17308,6
pamap2,5,105,3015,17300,17309,17309,6
pamap2,5,105,3016,17301,17310,17310,6
pamap2,5,105,3017,17302,17311,17311,6
pamap2,5,105,3018,17303,17312,17312,6
pamap2,5,105,3019,17304,17313,17313,6
pamap2,5,105,3020,17305,17314,17314,6
pamap2,5,105,3021,17306,17315,17315,6
pamap2,5,105,3022,17307,17316,17316,6
pamap2,5,105,3023,17308,17317,17317,6
pamap2,5,105,3024,17309,17318,17318,6
pamap2,5,105,3025,17310,17319,17319,6
pamap2,5,105,3026,17311,17320,17320,6
pamap2,5,105,3027,17312,17321,17321,6
pamap2,5,105,3028,17313,17322,17322,6
pamap2,5,105,3029,17314,17323,17323,6
pamap2,5,105,3030,17315,17324,17324,6
pamap2,5,105,3031,17316,17325,17325,6
pamap2,5,105,3032,17317,17326,17326,6
pamap2,5,105,3033,17318,17327,17327,6
pamap2,5,105,3034,17319,17328,17328,6
pamap2,5,105,3035,17320,17329,17329,6
pamap2,5,105,3036,17321,17330,17330,6
pamap2,5,105,3037,17322,17331,17331,6
pamap2,5,105,3038,17323,17332,17332,6
pamap2,5,105,3039,17324,17333,17333,6
pamap2,5,105,3040,17325,17334,17334,6
pamap2,5,105,3041,17326,17335,17335,6
pamap2,5,105,3042,17327,17336,17336,6
pamap2,5,105,3043,17328,17337,17337,6
pamap2,5,105,3044,17329,17338,17338,6
pamap2,5,105,3045,17330,17339,17339,6
pamap2,5,105,3046,17331,17340,17340,6
pamap2,5,105,3047,17332,17341,17341,6
pamap2,5,105,3048,17333,17342,17342,6
pamap2,5,105,3049,17334,17343,17343,6
pamap2,5,105,3050,17335,17344,17344,6
pamap2,5,105,3051,17336,17345,17345,6
pamap2,5,105,3052,17337,17346,17346,6
pamap2,5,105,3053,17338,17347,17347,6
pamap2,5,105,3054,17339,17348,17348,6
pamap2,5,105,3055,17340,17349,17349,6
pamap2,5,105,3056,17341,17350,17350,6
pamap2,5,105,3057,17342,17351,17351,6
pamap2,5,105,3058,17343,17352,17352,6
pamap2,5,105,3059,17344,17353,17353,6
pamap2,5,105,3060,17345,17354,17354,6
pamap2,5,105,3061,17346,17355,17355,6
pamap2,5,105,3062,17347,17356,17356,6
pamap2,5,105,3063,17348,17357,17357,6
pamap2,5,105,3064,17349,17358,17358,6
pamap2,5,105,3065,17350,17359,17359,6
pamap2,5,105,3066,17351,17360,17360,6
pamap2,5,105,3067,17352,17361,17361,6
pamap2,5,105,3068,17353,17362,17362,6
pamap2,5,105,3069,17354,17363,17363,6
pamap2,5,105,3070,17355,17364,17364,6
pamap2,5,105,3071,17356,17365,17365,6
pamap2,5,105,3072,17357,17366,17366,6
pamap2,5,105,3073,17358,17367,17367,6
pamap2,5,105,3074,17359,17368,17368,6
pamap2,5,105,3075,17360,17369,17369,6
pamap2,5,105,3076,17361,17370,17370,6
pamap2,5,105,3077,17362,17371,17371,6
pamap2,5,105,3078,17363,17372,17372,6
pamap2,5,105,3079,17364,17373,17373,6
pamap2,5,105,3080,17365,17374,17374,6
pamap2,5,105,3081,17366,17375,17375,6
pamap2,5,105,3082,17367,17376,17376,6
pamap2,5,105,3083,17368,17377,17377,6
pamap2,5,105,3084,17369,17378,17378,6
pamap2,5,105,3085,17370,17379,17379,6
pamap2,5,105,3086,17371,17380,17380,6
pamap2,5,105,3087,17372,17381,17381,6
pamap2,5,105,3088,17373,17382,17382,6
pamap2,5,105,3089,17374,17383,17383,6
pamap2,5,105,3090,17375,17384,17384,6
pamap2,5,105,3091,17376,17385,17385,6
pamap2,5,105,3092,17377,17386,17386,6
pamap2,5,105,3093,17378,17387,17387,6
pamap2,5,105,3094,17379,17388,17388,6
pamap2,5,105,3095,17380,17389,17389,6
pamap2,5,105,3096,17381,17390,17390,6
pamap2,5,105,3097,17382,17391,17391,6
pamap2,5,105,3098,17383,17392,17392,6
pamap2,5,105,3099,17384,17393,17393,6
pamap2,5,105,3100,17385,17394,17394,6
pamap2,5,105,3101,17386,17395,17395,6
pamap2,5,105,3102,17387,17396,17396,6
pamap2,5,105,3103,17388,17397,17397,6
pamap2,5,105,3104,17389,17398,17398,6
pamap2,5,105,3105,17390,17399,17399,6
pamap2,5,105,3106,17391,17400,17400,6
pamap2,5,105,3107,17392,17401,17401,6
pamap2,5,105,3108,17393,17402,17402,6
pamap2,5,105,3109,17394,17403,17403,6
pamap2,5,105,3110,17395,17404,17404,6
pamap2,5,105,3111,17396,17405,17405,6
pamap2,5,105,3112,17397,17406,17406,6
pamap2,5,105,3113,17398,17407,17407,6
pamap2,5,105,3114,17399,17408,17408,6
pamap2,5,105,3115,17400,17409,17409,6
pamap2,5,105,3116,17401,17410,17410,6
pamap2,5,105,3117,17402,17411,17411,6
pamap2,5,105,3118,17403,17412,17412,6
pamap2,5,105,3119,17404,17413,17413,6
pamap2,5,105,3120,17405,17414,17414,6
pamap2,5,105,3121,17406,17415,17415,6
pamap2,5,105,3122,17407,17416,17416,6
pamap2,5,105,3123,17408,17417,17417,6
pamap2,5,105,3124,17409,17418,17418,6
pamap2,5,105,3125,17410,17419,17419,6
pamap2,5,105,3126,17411,17420,17420,6
pamap2,5,105,3127,17412,17421,17421,6
pamap2,5,105,3128,17413,17422,17422,6
pamap2,5,105,3129,17414,17423,17423,6
pamap2,5,105,3130,17415,17424,17424,6
pamap2,5,105,3131,17416,17425,17425,6
pamap2,5,105,3132,17417,17426,17426,6
pamap2,5,105,3133,17418,17427,17427,6
pamap2,5,105,3134,17419,17428,17428,6
pamap2,5,105,3135,17420,17429,17429,6
pamap2,5,105,3136,17421,17430,17430,6
pamap2,5,105,3137,17422,17431,17431,6
pamap2,5,105,3138,17423,17432,17432,6
pamap2,5,105,3139,17424,17433,17433,6
pamap2,5,105,3140,17425,17434,17434,6
pamap2,5,105,3141,17426,17435,17435,6
pamap2,5,105,3142,17427,17436,17436,6
pamap2,5,105,3143,17428,17437,17437,6
pamap2,5,105,3144,17429,17438,17438,6
pamap2,5,105,3145,17430,17439,17439,6
pamap2,5,105,3146,17431,17440,17440,6
pamap2,5,105,3147,17432,17441,17441,6
pamap2,5,105,3148,17433,17442,17442,6
pamap2,5,105,3149,17434,17443,17443,6
pamap2,5,105,3150,17435,17444,17444,6
pamap2,5,105,3151,17436,17445,17445,6
pamap2,5,105,3152,17437,17446,17446,6
pamap2,5,105,3153,17438,17447,17447,6
pamap2,5,105,3154,17439,17448,17448,6
pamap2,5,105,3155,17440,17449,17449,6
pamap2,5,105,3156,17441,17450,17450,6
pamap2,5,105,3157,17442,17451,17451,6
pamap2,5,105,3158,17443,17452,17452,6
pamap2,5,105,3159,17444,17453,17453,6
pamap2,5,105,3160,17445,17454,17454,6
pamap2,5,105,3161,17446,17455,17455,6
pamap2,5,105,3162,17447,17456,17456,6
pamap2,5,105,3163,17448,17457,17457,6
pamap2,5,105,3164,17449,17458,17458,6
pamap2,5,105,3165,17450,17459,17459,6
pamap2,5,105,3166,17451,17460,17460,6
pamap2,5,105,3167,17452,17461,17461,6
pamap2,5,105,3168,17453,17462,17462,6
pamap2,5,105,3169,17454,17463,17463,6
pamap2,5,105,3170,17455,17464,17464,6
pamap2,5,105,3171,17456,17465,17465,6
pamap2,5,105,3172,17457,17466,17466,6
pamap2,5,105,3173,17458,17467,17467,6
pamap2,5,105,3174,17459,17468,17468,6
pamap2,5,105,3175,17460,17469,17469,6
pamap2,5,105,3176,17461,17470,17470,6
pamap2,5,105,3177,17462,17471,17471,6
pamap2,5,105,3178,17463,17472,17472,6
pamap2,5,105,3179,17464,17473,17473,6
pamap2,5,105,3180,17465,17474,17474,6
pamap2,5,105,3181,17466,17475,17475,6
pamap2,5,105,3182,17467,17476,17476,6
pamap2,5,105,3183,17468,17477,17477,6
pamap2,5,105,3184,17469,17478,17478,6
pamap2,5,105,3185,17470,17479,17479,6
pamap2,5,105,3186,17471,17480,17480,6
pamap2,5,105,3187,17472,17481,17481,6
pamap2,5,105,3188,17473,17482,17482,6
pamap2,5,105,3189,17474,17483,17483,6
pamap2,5,105,3190,17475,17484,17484,6
pamap2,5,105,3191,17476,17485,17485,6
pamap2,5,105,3192,17477,17486,17486,6
pamap2,5,105,3193,17478,17487,17487,6
pamap2,5,105,3194,17479,17488,17488,6
pamap2,5,105,3195,17480,17489,17489,6
pamap2,5,105,3196,17481,17490,17490,6
pamap2,5,105,3197,17482,17491,17491,6
pamap2,5,105,3198,17483,17492,17492,6
pamap2,5,105,3199,17484,17493,17493,6
pamap2,5,105,3200,17485,17494,17494,6
pamap2,5,105,3201,17486,17495,17495,6
pamap2,5,105,3202,17487,17496,17496,6
pamap2,5,105,3203,17488,17497,17497,6
pamap2,5,105,3204,17489,17498,17498,6
pamap2,5,105,3205,17490,17499,17499,6
pamap2,5,105,3206,17491,17500,17500,6
pamap2,5,105,3207,17492,17501,17501,6
pamap2,5,105,3208,17493,17502,17502,6
pamap2,5,105,3209,17494,17503,17503,6
pamap2,5,105,3210,17495,17504,17504,6
pamap2,5,105,3211,17496,17505,17505,6
pamap2,5,105,3212,17497,17506,17506,6
pamap2,5,105,3213,17498,17507,17507,6
pamap2,5,105,3214,17499,17508,17508,6
pamap2,5,105,3215,17500,17509,17509,6
pamap2,5,105,3216,17501,17510,17510,6
pamap2,5,105,3217,17502,17511,17511,6
pamap2,5,105,3218,17503,17512,17512,6
pamap2,5,105,3219,17504,17513,17513,6
pamap2,5,105,3220,17505,17514,17514,6
pamap2,5,105,3221,17506,17515,17515,6
pamap2,5,105,3222,17507,17516,17516,6
pamap2,5,105,3223,17508,17517,17517,6
pamap2,5,105,3224,17509,17518,17518,6
pamap2,5,105,3225,17510,17519,17519,6
pamap2,5,105,3226,17511,17520,17520,6
pamap2,5,105,3227,17512,17521,17521,6
pamap2,5,105,3228,17513,17522,17522,6
pamap2,5,105,3229,17514,17523,17523,6
pamap2,5,105,3230,17515,17524,17524,6
pamap2,5,105,3231,17516,17525,17525,6
pamap2,5,105,3232,17517,17526,17526,6
pamap2,5,105,3233,17518,17527,17527,6
pamap2,5,105,3234,17519,17528,17528,6
pamap2,5,105,3235,17520,17529,17529,6
pamap2,5,105,3236,17521,17530,17530,6
pamap2,5,105,3237,17522,17531,17531,6
pamap2,5,105,3238,17523,17532,17532,6
pamap2,5,105,3239,17524,17533,17533,6
pamap2,5,105,3240,17525,17534,17534,6
pamap2,5,105,3241,17526,17535,17535,6
pamap2,5,105,3242,17527,17536,17536,6
pamap2,5,105,3243,17528,17537,17537,6
pamap2,5,105,3244,17529,17538,17538,6
pamap2,5,105,3245,17530,17539,17539,6
pamap2,5,105,3246,17531,17540,17540,6
pamap2,5,105,3247,17532,17541,17541,6
pamap2,5,105,3248,17533,17542,17542,6
pamap2,5,105,3249,17534,17543,17543,6
pamap2,5,105,3250,17535,17544,17544,6
pamap2,5,105,3251,17536,17545,17545,6
pamap2,5,105,3252,17537,17546,17546,6
pamap2,5,105,3253,17538,17547,17547,6
pamap2,5,105,3254,17539,17548,17548,6
pamap2,5,105,3255,17540,17549,17549,6
pamap2,5,105,3256,17541,17550,17550,6
pamap2,5,105,3257,17542,17551,17551,6
pamap2,5,105,3258,17543,17552,17552,6
pamap2,5,105,3259,17544,17553,17553,6
pamap2,5,105,3260,17545,17554,17554,6
pamap2,5,105,3261,17546,17555,17555,6
pamap2,5,105,3262,17547,17556,17556,6
pamap2,5,105,3263,17548,17557,17557,6
pamap2,5,105,3264,17549,17558,17558,6
pamap2,5,105,3265,17550,17559,17559,6
pamap2,5,105,3266,17551,17560,17560,6
pamap2,5,105,3267,17552,17561,17561,6
pamap2,5,105,3268,17553,17562,17562,6
pamap2,5,105,3269,17554,17563,17563,6
pamap2,5,105,3270,17555,17564,17564,6
pamap2,5,105,3271,17556,17565,17565,6
pamap2,5,105,3272,17557,17566,17566,6
pamap2,5,105,3273,17558,17567,17567,6
pamap2,5,105,3274,17559,17568,17568,6
pamap2,5,105,3275,17560,17569,17569,6
pamap2,5,105,3276,17561,17570,17570,6
pamap2,5,105,3277,17562,17571,17571,6
pamap2,5,105,3278,17563,17572,17572,6
pamap2,5,105,3279,17564,17573,17573,6
pamap2,5,105,3280,17565,17574,17574,6
pamap2,5,105,3281,17566,17575,17575,6
pamap2,5,105,3282,17567,17576,17576,6
pamap2,5,105,3283,17568,17577,17577,6
pamap2,5,105,3284,17569,17578,17578,6
pamap2,5,105,3285,17570,17579,17579,6
pamap2,5,105,3286,17571,17580,17580,6
pamap2,5,105,3287,17572,17581,17581,6
pamap2,5,105,3288,17573,17582,17582,6
pamap2,5,105,3289,17574,17583,17583,6
pamap2,5,105,3290,17575,17584,17584,6
pamap2,5,105,3291,17576,17585,17585,6
pamap2,5,105,3292,17577,17586,17586,6
pamap2,5,105,3293,17578,17587,17587,6
pamap2,5,105,3294,17579,17588,17588,6
pamap2,5,105,3295,17580,17589,17589,6
pamap2,5,105,3296,17581,17590,17590,6
pamap2,5,105,3297,17582,17591,17591,6
pamap2,5,105,3298,17583,17592,17592,6
pamap2,5,105,3299,17584,17593,17593,6
pamap2,5,105,3300,17585,17594,17594,6
pamap2,5,105,3301,17586,17595,17595,6
pamap2,5,105,3302,17587,17596,17596,6
pamap2,5,105,3303,17588,17597,17597,6
pamap2,5,105,3304,17589,17598,17598,6
pamap2,5,105,3305,17590,17599,17599,6
pamap2,5,105,3306,17591,17600,17600,6
pamap2,5,105,3307,17592,17601,17601,6
pamap2,5,105,3308,17593,17602,17602,6
pamap2,5,105,3309,17594,17603,17603,6
pamap2,5,105,3310,17595,17604,17604,6
pamap2,5,105,3311,17596,17605,17605,6
pamap2,5,105,3312,17597,17606,17606,6
pamap2,5,105,3313,17598,17607,17607,6
pamap2,5,105,3314,17599,17608,17608,6
pamap2,5,105,3315,17600,17609,17609,6
pamap2,5,105,3316,17601,17610,17610,6
pamap2,5,105,3317,17602,17611,17611,6
pamap2,5,105,3318,17603,17612,17612,6
pamap2,5,105,3319,17604,17613,17613,6
pamap2,5,105,3320,17605,17614,17614,6
pamap2,5,105,3321,17606,17615,17615,6
pamap2,5,105,3322,17607,17616,17616,6
pamap2,5,105,3323,17608,17617,17617,6
pamap2,5,105,3324,17609,17618,17618,6
pamap2,5,105,3325,17610,17619,17619,6
pamap2,5,105,3326,17611,17620,17620,6
pamap2,5,105,3327,17612,17621,17621,6
pamap2,5,105,3328,17613,17622,17622,6
pamap2,5,105,3329,17614,17623,17623,6
pamap2,5,105,3330,17615,17624,17624,6
pamap2,5,105,3331,17616,17625,17625,6
pamap2,5,105,3332,17617,17626,17626,6
pamap2,5,105,3333,17618,17627,17627,6
pamap2,5,105,3334,17619,17628,17628,6
pamap2,5,105,3335,17620,17629,17629,6
pamap2,5,105,3336,17621,17630,17630,6
pamap2,5,105,3337,17622,17631,17631,6
pamap2,5,105,3338,17623,17632,17632,6
pamap2,5,105,3339,17624,17633,17633,6
pamap2,5,105,3340,17625,17634,17634,6
pamap2,5,105,3341,17626,17635,17635,5
pamap2,5,105,3342,17627,17636,17636,5
pamap2,5,105,3343,17628,17637,17637,5
pamap2,5,105,3344,17629,17638,17638,5
pamap2,5,105,3345,17630,17639,17639,5
pamap2,5,105,3346,17631,17640,17640,5
pamap2,5,105,3347,17632,17641,17641,5
pamap2,5,105,3348,17633,17642,17642,5
pamap2,5,105,3349,17634,17643,17643,5
pamap2,5,105,3350,17635,17644,17644,5
pamap2,5,105,3351,17636,17645,17645,5
pamap2,5,105,3352,17637,17646,17646,5
pamap2,5,105,3353,17638,17647,17647,5
pamap2,5,105,3354,17639,17648,17648,5
pamap2,5,105,3355,17640,17649,17649,5
pamap2,5,105,3356,17641,17650,17650,5
pamap2,5,105,3357,17642,17651,17651,5
pamap2,5,105,3358,17643,17652,17652,5
pamap2,5,105,3359,17644,17653,17653,5
pamap2,5,105,3360,17645,17654,17654,5
pamap2,5,105,3361,17646,17655,17655,5
pamap2,5,105,3362,17647,17656,17656,5
pamap2,5,105,3363,17648,17657,17657,5
pamap2,5,105,3364,17649,17658,17658,5
pamap2,5,105,3365,17650,17659,17659,5
pamap2,5,105,3366,17651,17660,17660,5
pamap2,5,105,3367,17652,17661,17661,5
pamap2,5,105,3368,17653,17662,17662,5
pamap2,5,105,3369,17654,17663,17663,5
pamap2,5,105,3370,17655,17664,17664,5
pamap2,5,105,3371,17656,17665,17665,5
pamap2,5,105,3372,17657,17666,17666,5
pamap2,5,105,3373,17658,17667,17667,5
pamap2,5,105,3374,17659,17668,17668,5
pamap2,5,105,3375,17660,17669,17669,5
pamap2,5,105,3376,17661,17670,17670,5
pamap2,5,105,3377,17662,17671,17671,5
pamap2,5,105,3378,17663,17672,17672,5
pamap2,5,105,3379,17664,17673,17673,5
pamap2,5,105,3380,17665,17674,17674,5
pamap2,5,105,3381,17666,17675,17675,5
pamap2,5,105,3382,17667,17676,17676,5
pamap2,5,105,3383,17668,17677,17677,5
pamap2,5,105,3384,17669,17678,17678,5
pamap2,5,105,3385,17670,17679,17679,5
pamap2,5,105,3386,17671,17680,17680,5
pamap2,5,105,3387,17672,17681,17681,5
pamap2,5,105,3388,17673,17682,17682,5
pamap2,5,105,3389,17674,17683,17683,5
pamap2,5,105,3390,17675,17684,17684,5
pamap2,5,105,3391,17676,17685,17685,5
pamap2,5,105,3392,17677,17686,17686,5
pamap2,5,105,3393,17678,17687,17687,5
pamap2,5,105,3394,17679,17688,17688,5
pamap2,5,105,3395,17680,17689,17689,5
pamap2,5,105,3396,17681,17690,17690,5
pamap2,5,105,3397,17682,17691,17691,5
pamap2,5,105,3398,17683,17692,17692,5
pamap2,5,105,3399,17684,17693,17693,5
pamap2,5,105,3400,17685,17694,17694,5
pamap2,5,105,3401,17686,17695,17695,5
pamap2,5,105,3402,17687,17696,17696,5
pamap2,5,105,3403,17688,17697,17697,5
pamap2,5,105,3404,17689,17698,17698,5
pamap2,5,105,3405,17690,17699,17699,5
pamap2,5,105,3406,17691,17700,17700,5
pamap2,5,105,3407,17692,17701,17701,5
pamap2,5,105,3408,17693,17702,17702,5
pamap2,5,105,3409,17694,17703,17703,5
pamap2,5,105,3410,17695,17704,17704,5
pamap2,5,105,3411,17696,17705,17705,5
pamap2,5,105,3412,17697,17706,17706,5
pamap2,5,105,3413,17698,17707,17707,5
pamap2,5,105,3414,17699,17708,17708,5
pamap2,5,105,3415,17700,17709,17709,5
pamap2,5,105,3416,17701,17710,17710,5
pamap2,5,105,3417,17702,17711,17711,5
pamap2,5,105,3418,17703,17712,17712,5
pamap2,5,105,3419,17704,17713,17713,5
pamap2,5,105,3420,17705,17714,17714,5
pamap2,5,105,3421,17706,17715,17715,5
pamap2,5,105,3422,17707,17716,17716,5
pamap2,5,105,3423,17708,17717,17717,5
pamap2,5,105,3424,17709,17718,17718,5
pamap2,5,105,3425,17710,17719,17719,5
pamap2,5,105,3426,17711,17720,17720,5
pamap2,5,105,3427,17712,17721,17721,5
pamap2,5,105,3428,17713,17722,17722,5
pamap2,5,105,3429,17714,17723,17723,5
pamap2,5,105,3430,17715,17724,17724,5
pamap2,5,105,3431,17716,17725,17725,5
pamap2,5,105,3432,17717,17726,17726,5
pamap2,5,105,3433,17718,17727,17727,5
pamap2,5,105,3434,17719,17728,17728,5
pamap2,5,105,3435,17720,17729,17729,5
pamap2,5,105,3436,17721,17730,17730,5
pamap2,5,105,3437,17722,17731,17731,5
pamap2,5,105,3438,17723,17732,17732,5
pamap2,5,105,3439,17724,17733,17733,5
pamap2,5,105,3440,17725,17734,17734,5
pamap2,5,105,3441,17726,17735,17735,5
pamap2,5,105,3442,17727,17736,17736,5
pamap2,5,105,3443,17728,17737,17737,5
pamap2,5,105,3444,17729,17738,17738,5
pamap2,5,105,3445,17730,17739,17739,5
pamap2,5,105,3446,17731,17740,17740,5
pamap2,5,105,3447,17732,17741,17741,5
pamap2,5,105,3448,17733,17742,17742,5
pamap2,5,105,3449,17734,17743,17743,5
pamap2,5,105,3450,17735,17744,17744,5
pamap2,5,105,3451,17736,17745,17745,5
pamap2,5,105,3452,17737,17746,17746,5
pamap2,5,105,3453,17738,17747,17747,5
pamap2,5,105,3454,17739,17748,17748,5
